zip,qualified,kw_total
44904,2,91
44905,2417,55678.5
44906,4016,136078.25
44907,3786,56633
45001,1,5
45002,116,1657.5
45005,11905,243801.5
45011,21237,396257.25
45013,16673,256284.75
45014,13669,393214
45015,4357,79851.25
45030,339,5020.25
45034,411,6318.5
45036,2859,83788
45039,7897,94961.5
45040,15275,288779.5
45042,7945,126843.25
45044,17483,333236
45050,3747,107665
45065,1559,20246.75
45066,8697,176077.25
45067,4350,77770
45068,61,997
45069,16190,402326.75
45102,6670,92347.75
45103,7630,142747.5
45106,505,6217
45111,119,1317
45122,1890,26172.25
45140,15111,193820.25
45147,9,52.75
45150,8736,156885.75
45152,2769,30957.75
45153,304,3786
45157,3532,46578.75
45160,82,1414.25
45162,6,80.75
45174,449,3408
45202,3030,103450.75
45203,611,44143.25
45204,1597,38763.75
45205,4811,43066.75
45206,2154,49618.5
45207,1601,22690.5
45208,4248,51435.75
45209,2975,70897.5
45211,10140,126845
45212,6383,109434.25
45213,3078,48633.25
45214,2331,61544.25
45215,9038,204864.75
45216,3012,55712.5
45217,2110,60487.75
45218,1141,14526.75
45219,2952,61119
45220,2417,42562.25
45223,3384,64417.5
45224,5448,80192.25
45225,2108,48391.75
45226,2074,52619.25
45227,4952,113028
45229,2465,65072.5
45230,7807,104970.5
45231,13213,178469
45232,1115,56310
45233,4586,79782
45234,21,8525.25
45236,7658,114510.75
45237,5283,126020.5
45238,13460,192385.75
45239,8876,116322.25
45240,8486,167430.5
45241,8360,369881.5
45242,7416,241184.25
45243,4868,76369.75
45244,8898,132083
45245,5596,145053
45246,4739,292236
45247,7383,118561.25
45248,7104,115547.75
45249,3613,85379.5
45251,7357,125762.25
45252,1804,27825
45255,6220,110819.5
45301,49,1424.75
45305,3412,70607.75
45309,70,1164.75
45312,297,3167.25
45315,1395,50102.75
45318,33,354.5
45319,156,2140.5
45322,8296,162225.5
45323,51,766
45324,12239,273676.25
45325,5,61.75
45326,2,15.25
45327,716,11995
45339,406,4643.75
45341,1396,15128.5
45342,12455,294623
45344,6578,87658.5
45345,208,2704.5
45359,622,6905
45368,302,5443.25
45369,77,1401.75
45370,607,9917.25
45371,7923,149027
45373,12080,219854.5
45374,5,624.25
45377,6022,169604.25
45383,2488,31180.5
45384,114,3297.75
45385,13849,254580.5
45387,1606,26486.75
45401,5,1479
45402,4079,112645.75
45403,5100,80438.5
45404,4372,137181.5
45405,5841,67653.25
45406,6803,72119
45409,2594,41306.25
45410,5201,43500.5
45414,9319,254268.25
45415,3917,71299.5
45416,2022,27065
45417,12824,211655.5
45419,4678,44960
45420,9032,115195.25
45422,13,1960.5
45423,4,863
45424,18024,315947.5
45426,4852,123229.75
45428,5,138.25
45429,8839,157125
45430,2505,51788
45431,7899,171764.75
45432,5525,85228.5
45433,497,55552.75
45434,4485,96215
45439,4323,147593.75
45440,5972,136399.75
45449,5835,129250.75
45458,6476,145446
45459,9036,228378.75
45469,2,317
45479,20,3839.5
45501,1,235.75
45502,2057,62824.25
45503,9293,152620.75
45504,6290,133595.75
45505,8087,137181.75
45506,5240,80349.25
45619,866,14924
45623,1,3.75
45638,4983,71997.75
45659,9,144.5
45662,4893,97129.75
45663,385,4252
45669,1593,27885.75
45678,25,342
45680,2503,50799.25
45694,1098,19116.25
45696,17,202.75
45714,2314,45455.75
45750,11,590.25
45801,6222,132800.25
45804,5243,124036
45805,7602,143333.5
45806,1705,44212.75
45807,2148,55898.5
45895,4,146.25
46001,2,109.75
46011,2907,58275
46012,4198,83115
46013,5359,137280.25
46016,7156,119760.5
46017,1200,20510.75
46032,13802,323872.25
46033,11672,185294.25
46037,14042,275351.5
46038,12908,236547.75
46040,2923,48983.25
46051,1011,20565.75
46052,703,25303
46055,4369,76186
46056,76,1123.5
46060,13168,284497
46062,7741,136680.25
46064,2370,45786
46068,146,4071.25
46069,163,3115.5
46074,10627,211250
46075,1714,42615
46077,9363,169605.25
46106,2730,41609
46107,4476,62802.25
46110,224,3058.25
46111,146,1503.25
46112,13229,247457.5
46113,5472,78716.25
46118,8,75.25
46122,125,2110.75
46123,11932,237020.5
46124,34,976
46126,1052,14759.5
46130,225,4384.25
46131,9323,222118.75
46140,1677,56263.25
46142,9830,174884.75
46143,17855,358151.5
46151,1494,21210
46158,7988,141286.75
46162,169,1972
46163,3085,55967.25
46167,443,5454.75
46168,10185,353592
46181,11,134.25
46183,17,156.75
46184,4873,82155.25
46201,11327,140138.5
46202,4496,174080
46203,14108,226057.75
46204,555,53047.5
46205,7590,112614.5
46206,1,2630.75
46208,6180,79103.5
46214,6300,145091.5
46216,739,24728
46217,11049,194975.25
46218,10210,156229.25
46219,12317,332041
46220,8852,159101.75
46221,9554,150817.75
46222,9959,171736.75
46224,7865,152140
46225,2739,89831.75
46226,11531,266086.75
46227,14329,288655.75
46228,4205,52777
46229,9176,196288
46231,3967,108609
46234,8278,124830.5
46235,9257,166899.5
46236,10247,173748.25
46237,12839,229327.75
46239,10841,202568.5
46240,4339,122979.5
46241,10342,383695.75
46249,5,4685.5
46250,4624,146516.25
46254,9731,230932
46256,7787,191882
46259,4697,81266.75
46260,6855,139975
46268,6872,366216.5
46278,2893,119541.75
46280,1948,41075.25
46285,73,18362
46290,112,7420.25
46304,4268,73961.25
46307,1615,29810
46311,5849,95410.75
46312,7276,148511.5
46319,4962,85424.5
46320,3651,102812
46321,7066,148149.25
46322,7604,123011.5
46323,6138,82806
46324,6230,66220
46327,3416,54104
46341,84,2666.25
46342,10217,153427
46350,202,3467
46360,9751,233969.75
46368,10076,184983.25
46373,860,15337.5
46375,7298,163414.75
46383,7440,201453.75
46385,7029,109815.75
46391,28,427
46393,22,138.5
46394,4018,44926.25
46402,2040,49438.25
46403,3385,56020.5
46404,5725,64397
46405,3257,37174
46406,2710,65551.5
46407,4542,45457
46408,4316,60558.75
46409,2883,28208.25
46410,10092,250655.5
46530,7937,150206.5
46544,10521,172261
46545,7252,215391.5
46554,9,134.75
46556,289,32050.5
46561,1139,16615.5
46601,1414,57985
46613,3586,43214.5
46614,8874,177255.75
46615,4671,59299.75
46616,1654,14035.75
46617,3023,36384
46619,6197,105242.75
46626,2,182.25
46628,8009,218183.25
46635,1948,35437.75
46637,4508,80319.75
46704,23,111.75
46706,17,1059
46723,412,7132.75
46725,128,7424
46741,260,4633.5
46745,89,1544.25
46748,1993,33014.5
46765,1965,33989.75
46774,5129,103421.5
46783,685,18137.5
46788,120,1627.25
46798,89,1433.75
46802,3078,89877.5
46803,3543,140787.25
46804,9037,242404.25
46805,6583,119873
46806,7242,95359.5
46807,5019,46024.5
46808,7574,200586.75
46809,3569,137482
46814,4624,85141.25
46815,8075,163709
46816,4332,93044
46818,7435,183567.75
46819,2554,45522.75
46825,9468,242227.5
46835,10906,197107.25
46845,8378,136742.5
46901,8778,190130.5
46902,9573,228155.5
46914,2,11.25
46932,389,5873.25
46937,1,11.75
46965,1,15.5
47106,61,673
47111,4938,108417.25
47117,218,2818.75
47119,1587,26268.25
47129,6518,163691.25
47130,16581,403081
47141,6,147.5
47143,888,10868.5
47150,18181,357922.5
47172,7563,144570.5
47190,16,637.25
47201,7852,253635
47203,3825,73920.5
47226,37,371.75
47280,192,3128.75
47302,8594,170317.75
47303,5852,136997.5
47304,6871,168791.75
47305,1426,29994.5
47306,18,2622.75
47320,29,1353
47334,597,20701
47342,47,2671.75
47356,102,2292
47383,3,158.5
47396,1381,32685.75
47401,9244,159398.5
47403,8590,182191.75
47404,5977,157123.25
47405,69,10372
47406,57,5020
47408,3738,76192.5
47429,1204,17183.25
47601,134,2380.5
47610,534,10885.5
47630,11539,222817.25
47708,261,22555.5
47710,6183,139088.25
47711,12050,278044.25
47712,5447,101102.25
47713,3255,56736.5
47714,9889,138603.75
47715,8566,266714
47720,4915,93586.5
47725,3155,83261.5
47802,8398,196046.25
47803,5806,99845.75
47804,4073,94246.5
47805,3747,66786.5
47807,3692,75070.75
47809,49,6914.75
47863,27,262
47871,10,181.25
47874,15,229.5
47876,22,210
47885,2091,28169
47901,1060,19679.75
47904,5596,98827.75
47905,8173,266077
47906,7726,207095.75
47907,104,15158.5
47909,8320,183876
47920,98,825.25
47932,29,249
47982,16,154.5
47993,5,699.25
48009,6124,78320.25
48015,2724,62355.75
48017,3861,46636.5
48021,12126,116629
48025,4056,64442.75
48026,4875,140477.25
48030,5072,62843
48033,3060,119489
48034,2013,85865.75
48035,10466,188540.5
48036,6011,162603.5
48038,10513,245561.75
48040,2400,65281.5
48042,10012,179557.5
48043,4374,79427.75
48044,16302,266938.5
48045,7531,151913.75
48047,9641,171773.75
48048,2778,47360.5
48049,1,11.25
48051,5043,169864.75
48059,1272,42656.5
48060,9528,202802.75
48066,16690,282403.25
48067,6593,84467.25
48068,1,332.25
48069,623,4981.25
48070,1780,15863.25
48071,9668,263039
48072,4460,39226
48073,9515,135276
48074,386,6758.5
48075,4883,136540.5
48076,6710,121665.5
48079,59,1743.75
48080,8094,114304.5
48081,8438,86968.25
48082,6399,71546
48083,7426,253309.25
48084,3430,172992.75
48085,8234,125145.25
48088,8177,131016
48089,11176,283401.75
48091,10117,233341.5
48092,9195,252461.25
48093,7683,160122.25
48094,5339,94632
48095,152,4415.25
48096,1165,19834
48098,6497,104914.25
48101,11103,157179
48103,13632,268815.75
48104,6443,130064.25
48105,6942,160765.25
48108,5228,166241
48109,282,30645.5
48111,8611,216660.5
48114,6549,91433.25
48116,6843,158948.25
48117,629,10412.75
48120,1296,52375
48122,3377,58829.25
48124,10525,135205.25
48125,7489,68518
48126,11967,237077.5
48127,12165,149495.75
48128,3497,35710.5
48130,2000,52703.5
48133,2168,34782.25
48134,6751,111395.5
48135,10115,102839.5
48138,3373,54452
48139,87,1542
48141,6917,83889.25
48143,17,140.5
48144,3354,45749.25
48146,13114,117958
48150,10327,388157.5
48152,9914,196163.25
48154,12393,178256.5
48157,186,1909.5
48161,547,18244.75
48162,4810,103617.25
48164,147,1659.5
48165,2046,49090.25
48166,2745,51766.75
48167,6829,122287
48168,6521,116694.25
48169,1950,24792
48170,12638,333605
48173,4978,76677.25
48174,9999,290626.5
48176,46,1362
48178,10670,146083.5
48179,1543,24002.25
48180,19664,384799.75
48182,7208,118518.25
48183,14329,259244.25
48184,5103,107957.75
48185,12623,236931.25
48186,11665,138452.25
48187,14251,307548.5
48188,11689,199698.5
48189,3931,61659.75
48192,9623,104993.5
48193,4930,120118.75
48195,10295,142739
48197,6501,168588.25
48198,10836,179874.5
48201,1257,62636.25
48202,3474,92130.5
48203,8494,175101
48204,10487,116372.5
48205,13659,110178.75
48206,6893,62817.75
48207,3494,156166
48208,2542,65398
48209,7325,129149
48210,9093,124345.5
48211,2182,115956.5
48212,11806,169460.75
48213,8769,108431.75
48214,5985,93498
48215,4196,60076.75
48216,1585,65455.5
48217,2787,32019.5
48218,2637,37536.25
48219,9919,102522.5
48220,6916,118853.5
48221,11656,107239.75
48223,5378,69412
48224,12218,88550.25
48225,4619,50218
48226,456,53209.5
48227,12513,152733.25
48228,14695,158445.5
48229,3180,39260.5
48230,5151,46224.5
48233,1,2312.75
48234,11301,160957.75
48235,12902,111352.75
48236,9945,113869.5
48237,8096,149053
48238,10454,131978.25
48239,11062,151073.75
48240,4450,43914.5
48242,92,24059.75
48243,2,316
48301,4114,69154.75
48302,5032,122593
48304,4636,96113.5
48306,8200,126704.5
48307,11179,213226.5
48308,1,287.5
48309,8487,208240.5
48310,12896,205817
48312,10621,286462.5
48313,10170,172078.5
48314,5713,159071.75
48315,8479,238179.5
48316,7406,144420.75
48317,7134,126085.75
48320,1314,19586.25
48322,8395,178946
48323,5422,92595.25
48324,5050,62747.75
48326,5827,283436.75
48327,6812,109074.5
48328,6598,129837.75
48329,8260,123486
48331,6455,141353
48334,4615,129988
48335,4904,165415.5
48336,6885,118484.75
48340,5888,97503.25
48341,4752,98870.5
48342,4759,80739
48343,2,1667.75
48346,7059,120690.75
48348,2985,49017.5
48350,337,4324.75
48353,672,7329.5
48359,2817,77631.25
48360,2859,46923.75
48363,637,9661.5
48374,4735,90578.25
48375,6420,178416.75
48377,3203,97521.25
48380,856,10944.75
48381,980,14035
48382,4398,61990
48383,306,3875.75
48386,5825,87593.25
48390,6592,163503.5
48393,2486,157904
48415,388,5645
48420,8717,152132
48421,28,421.75
48423,10892,192554.25
48430,119,2697
48433,4675,85465.75
48436,9,123.5
48437,268,6165.5
48438,122,2096.25
48439,15594,325091.5
48442,323,14970.75
48457,57,804.25
48458,7706,108411.25
48463,746,11795.5
48473,6167,110998.5
48502,224,18267
48503,7915,129955.25
48504,9208,122115
48505,9028,113696.25
48506,10150,150244.25
48507,9946,240210.25
48509,3845,67731.5
48519,3010,43968.25
48529,3427,68260.25
48532,5822,119739.25
48551,170,6618.25
48552,5,110.25
48554,2,46
48556,2,24.25
48557,29,3688.5
48601,12097,248658.25
48602,9607,114682.25
48603,9371,212207.75
48604,4441,129579.75
48607,650,20813.5
48609,3056,54166.25
48623,117,3474.5
48631,367,7261.5
48638,3968,79856
48640,3211,101073.75
48642,3763,104828.25
48667,1,278.5
48670,4,1476
48674,0,
48706,13226,247442.75
48708,9660,147541
48722,719,18179.5
48724,225,4563
48732,2944,51471.75
48746,51,652.25
48808,1109,19156.25
48813,124,10274.25
48820,3156,56971.25
48821,2422,42870.5
48822,2,18
48823,9557,202404.75
48824,115,40768.25
48827,1563,22285.25
48837,4288,76085.5
48840,2321,40100.5
48842,6416,123739
48843,7118,152258.5
48848,2,23
48854,5745,146594
48855,869,10713.75
48864,4945,120525
48876,152,3473.75
48895,85,888.75
48906,8936,181023.75
48910,9171,149836.5
48911,10607,196949.25
48912,5092,95275
48915,2654,24327.75
48916,17,2684.25
48917,9720,314527.25
48919,2,332.5
48924,10,4068.75
48929,5,1828.25
48933,536,25449.75
48937,43,2329.25
49001,5141,143591
49002,4439,156120.25
49004,4307,73462.75
49006,4045,99584
49007,2278,74913.75
49008,3077,62525.5
49009,7105,174385
49010,1603,58969.75
49012,76,2247.75
49014,3123,82705.25
49015,5722,116917.25
49016,1,592.25
49017,3197,60084.75
49024,7309,148910.5
49033,4,42
49034,3,29
49037,4034,142078.75
49048,6024,144666
49051,34,435
49053,529,17494.75
49083,159,1631.5
49087,108,1606
49088,675,10467.75
49107,1374,27818.25
49112,547,21313.25
49117,111,1902.75
49120,10441,189598.75
49201,3910,108876.25
49202,5773,134739.25
49203,10416,201266.25
49221,8356,205737.75
49228,107,1944.25
49234,0,
49254,919,16053
49267,2413,47928
49270,24,372.25
49276,399,5591
49277,1,20.75
49286,28,578
49301,4569,105185.25
49302,501,6591.25
49306,3671,67812.75
49315,6308,203649.75
49316,5133,130591.5
49321,4998,139346
49331,1,41.75
49341,4079,76415
49345,79,1494.5
49401,351,22705.25
49403,303,6245
49404,410,8444
49406,481,10101.25
49408,89,2258.5
49415,1544,27712.75
49418,8657,248116.75
49419,302,7980
49423,11468,387566
49424,11172,333574
49426,9069,230564
49428,8064,174383.5
49435,2135,45338.5
49440,287,14154.75
49441,10290,233451.5
49442,7159,163768.25
49444,6610,202554.75
49445,3293,60073.25
49453,690,11989
49456,1080,41120.25
49457,41,369.75
49460,181,2512.5
49464,6964,239320
49501,2,1779.75
49503,7543,212912.5
49504,10866,192690
49505,8493,143238.5
49506,7638,105545.25
49507,7778,135106
49508,9536,235405.25
49509,6490,152022.25
49512,4027,478696.75
49519,5636,141301
49525,8613,192695
49534,6793,183552.75
49544,2978,174135.5
49546,7708,222396
49548,8025,300595.5
49560,1,835.5
49621,19,607
49637,227,6982.75
49649,13,97.25
49684,3537,119886.75
49685,1946,47919.25
49686,3934,131297
49690,187,3160.75
49696,669,24031.75
50007,30,507.25
50009,6040,134912.5
50010,5266,171804.25
50011,133,31734
50012,6,2113.25
50013,13,1414
50014,2717,60490.5
50021,7458,202038
50023,9740,184905.5
50032,90,926.75
50035,1761,30495.5
50047,2110,35317.75
50061,620,12135
50073,107,1741.5
50105,309,6511.5
50109,579,8186
50111,4420,86657.75
50131,6392,170052.75
50134,57,485.25
50156,53,581.25
50201,5,78
50211,3140,52022
50226,1637,23023.75
50237,507,6494.25
50248,4,69.75
50265,10293,192545.75
50266,4913,164120
50309,864,95476.5
50310,7166,91620
50311,2904,33427.5
50312,3317,49675
50313,5626,227609.75
50314,2136,44457
50315,8652,135878.5
50316,3650,77110
50317,11658,192926
50318,4,2855
50319,24,5346.75
50320,4758,75369.25
50321,1823,91900.25
50322,10126,253394.25
50323,1440,47986.5
50324,1647,31329.25
50325,3494,104436.25
50327,3850,78089.25
50391,5,2267.25
50392,4,1501
50398,2,824.75
50613,9824,229546.25
50614,35,8835.25
50626,22,251.5
50634,75,1194.75
50643,696,13089.25
50647,7,553.5
50648,1,3
50651,32,473
50667,325,4298
50701,8680,167117.25
50702,6375,109120.75
50703,5682,123059.75
50707,2698,44151.5
51054,1641,36790.5
51101,430,46197
51103,3990,66396.5
51104,5034,64871.75
51105,1985,45997.75
51106,7369,139516
51108,1445,21011.25
51109,1047,10808.25
51111,245,42038
51501,13494,228812.5
51503,10300,172159.5
51510,1564,25907
51526,133,1752.5
52001,9142,189661.75
52002,1915,57980.25
52003,2118,56286.75
52227,1060,16072.75
52228,684,12554.25
52233,1928,52448.5
52240,4743,116185.5
52241,3922,94213
52242,50,12196
52243,6,830.25
52245,3537,48249.25
52246,3459,78361.75
52302,11858,213340.5
52314,24,367
52317,62,957.25
52324,246,4262.25
52328,1041,17333.5
52333,2,21
52338,37,341.5
52341,210,2713
52401,531,28891.5
52402,10434,227487
52403,5932,72881.25
52404,12087,372178.25
52405,7347,86258
52411,2730,44340.5
52498,64,5593.5
52499,41,1955.25
52722,11358,228669.75
52748,299,19435
52753,1489,23241.25
52801,212,13974.25
52802,3334,79860.75
52803,5149,53751.75
52804,6261,78608
52806,8130,188067
52807,3952,149374.5
53002,232,5650.25
53005,6216,166761.5
53007,699,33865.25
53012,6184,124067.25
53017,2108,31248.75
53018,2370,51043.25
53022,6476,201905.25
53024,5278,143296
53027,1658,28024.5
53029,7038,158146
53033,2138,32645.75
53036,314,5357
53037,3289,97199.25
53038,1068,34485.5
53044,834,27212.5
53045,6167,161093
53046,591,15310.25
53051,11122,349398.25
53058,1019,18211.25
53066,10872,221872.75
53069,212,2015.25
53070,2,409.5
53072,7263,202218.75
53073,85,1570.5
53074,2816,70194.25
53076,1836,50432.75
53080,1412,43607.75
53081,13045,292534.75
53083,5882,109156.75
53085,4160,108339
53086,2993,66481.25
53089,5847,139675
53090,4643,90336
53092,7131,168873.75
53094,5479,139239
53095,9409,233029.25
53097,2228,45554.25
53098,2973,54775.25
53101,5,22.5
53103,1708,33063.5
53104,2617,54682.25
53105,10964,198757.75
53108,1926,28944.5
53110,5363,116906.5
53115,17,364.25
53118,2143,33319.5
53119,2038,35430
53120,3606,73378.25
53121,715,14065
53122,1598,31021
53126,3564,72289.25
53127,32,349.25
53128,2304,27991
53129,3830,71744.5
53130,1872,35930.5
53132,9684,247201.75
53137,4,42.25
53139,1324,20078
53140,8182,113061
53142,11037,189402.5
53143,6997,85425.25
53144,8285,234326.75
53146,2726,50185.25
53147,3632,91955.25
53149,6888,127892.25
53150,8314,159843.25
53151,8965,300051.25
53153,925,18081.75
53154,9401,286641.5
53158,5390,217738
53159,38,267.25
53167,9,62.25
53168,3956,59194.5
53170,899,13262.5
53172,5942,89965.75
53176,50,612.5
53177,3052,144442
53178,249,3760
53179,1884,25375.25
53181,1793,28858.25
53182,3605,75716.75
53183,1035,22213.75
53185,6699,109604.5
53186,8354,275710.75
53188,9521,241158
53189,8635,173340.5
53190,2340,78082.5
53192,20,172.75
53202,2073,72886.25
53203,104,19386.5
53204,7515,108165.75
53205,2217,32714.5
53206,7058,60426.75
53207,11068,180085.5
53208,6530,82052
53209,10699,232065.75
53210,6706,62345.75
53211,6494,79230.75
53212,7005,150702.75
53213,6835,68338.5
53214,9298,176437
53215,12653,146799.25
53216,8049,102667.25
53217,7789,129591.75
53218,9068,126513.25
53219,10309,111064.25
53220,6623,107473.5
53221,9793,177237.75
53222,7134,130770
53223,6389,241918.25
53224,4575,163101.75
53225,5155,113325.75
53226,4774,105091.5
53227,5680,113901.75
53228,3820,68559.75
53233,986,62676.75
53235,2378,46038.25
53290,1,566.75
53295,32,3422.75
53402,10853,130703
53403,7802,123395.25
53404,4188,77820.75
53405,8234,90130.75
53406,8087,210317
53407,5,692.25
53501,1,12.5
53511,80,1355.5
